"","ENSG_ID","gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"50","ENSG00000114268","PFKFB4",203.148866289625,2.05540079370416,0.166943467202091,12.311957024446,7.8105980652066e-35,2.46346262976616e-32
"51","ENSG00000165272","AQP3",1735.85292453803,-2.22357996137879,0.181566742794545,-12.2466258256058,1.75131928962374e-34,5.41535396026792e-32
"52","ENSG00000170965","PLAC1",97.4117118496392,-4.01665375775712,0.332577401477561,-12.0773502345983,1.39131381461576e-33,4.21942670317125e-31
"53","ENSG00000100867","DHRS2",323.011520575604,-1.81280142940471,0.151590287260679,-11.9585592333324,5.8569297821921e-33,1.74271288047489e-30
"54","ENSG00000168003","SLC3A2",4413.87441502898,-1.94611619283904,0.162920184681861,-11.9452122929966,6.87745212496889e-33,2.00847074093999e-30
"55","ENSG00000108244","KRT23",153.991598296483,-2.66735168995635,0.225760582187084,-11.814957527643,3.26713980650017e-32,9.36778086336504e-30
"56","ENSG00000113739","STC2",6508.21808229747,-1.62742618160588,0.137922135041338,-11.7996011381212,3.9216585757257e-32,1.10436706677133e-29
"57","ENSG00000196517","SLC6A9",368.348555424085,-2.32149475629074,0.198388897429503,-11.7017372764808,1.24870544249808e-31,3.45475172424469e-29
"58","ENSG00000138166","DUSP5",432.572023471063,-2.43015647470457,0.207913670461464,-11.6882957686758,1.46292687499265e-31,3.97764772735072e-29
"59","ENSG00000106105","GARS1",3152.89244549693,-1.38595523204623,0.120914319584675,-11.4622919502571,2.04042633169681e-30,5.45381750014553e-28
"60","ENSG00000198786","MT-ND5",35614.315747853,3.91930564234938,0.342233700744246,11.4521323698577,2.29431186701337e-30,6.03021635713347e-28
"61","ENSG00000168405","CMAHP",119.684133921782,-2.14313560061128,0.194517111652226,-11.0177227206775,3.13900034492841e-28,8.11508777697066e-26
"62","ENSG00000104419","NDRG1",1792.57985401361,2.16800337440233,0.198398691249811,10.9275084464772,8.51544453501629e-28,2.16594452124527e-25
"63","ENSG00000092621","PHGDH",1099.30936553982,-2.21553812975531,0.203470483085948,-10.8887446284749,1.30425677662835e-27,3.26478243927447e-25
"64","ENSG00000012171","SEMA3B",877.190885693286,-1.99408617199478,0.18425004112153,-10.8227176496503,2.6868987063453e-27,6.62068634360397e-25
"65","ENSG00000115641","FHL2",116.420854299848,-2.55889620627369,0.236579116973468,-10.8162387238966,2.8837029885522e-27,6.99630709684125e-25
"66","ENSG00000110619","CARS1",1023.06080981716,-1.34540205495064,0.125018696003903,-10.7616068472562,5.22510320791522e-27,1.24848299377005e-24
"67","ENSG00000189221","MAOA",181.095943641485,-1.93786674583035,0.180143119094806,-10.757373112933,5.47074245321196e-27,1.28766579831571e-24
"68","ENSG00000233930","KRTAP5-AS1",183.682187659168,-2.4822324736199,0.230835783402447,-10.7532395412556,5.72160936091797e-27,1.32690852384818e-24
"69","ENSG00000196136","SERPINA3",3128.60577422971,-1.97283731650723,0.184549805141223,-10.6899994556892,1.13371644559419e-26,2.59111715174209e-24
"70","ENSG00000175505","CLCF1",150.289041341136,-1.7693229601669,0.166119540786102,-10.6509020660315,1.72683503957693e-26,3.89031265344688e-24
"71","ENSG00000170075","GPR37L1",540.473556746535,-1.61379843240826,0.152027087297499,-10.6152032581552,2.53242667861256e-26,5.624840665031e-24
"72","ENSG00000090861","AARS1",7825.44030429629,-1.70586899561726,0.160744551091171,-10.6122974871461,2.61244940079302e-26,5.72198986812582e-24
"73","ENSG00000141582","CBX4",1499.94738110374,-1.06778136663936,0.10070820803159,-10.6027243211836,2.89424079257168e-26,6.25235305463773e-24
"74","ENSG00000140105","WARS1",3682.37733376964,-1.20733475190576,0.114419702449121,-10.5518081769408,4.98287853614935e-26,1.06189181777129e-23
"75","ENSG00000143847","PPFIA4",79.5329125100426,3.46341043723672,0.329894761124137,10.4985311844145,8.77346205048276e-26,1.84476662048151e-23
"76","ENSG00000175197","DDIT3",1560.51237150309,-2.79715436164407,0.26894918167127,-10.4003081335379,2.47132739368282e-25,5.12800434189184e-23
"77","ENSG00000205978","NYNRIN",140.084317789132,-2.62686126238266,0.254268950081513,-10.3310343694759,5.10075477578978e-25,1.04466107550915e-22
"78","ENSG00000079739","PGM1",151.490634911966,1.70061967832672,0.168808334326473,10.0742637211131,7.17965015436525e-24,1.45157798633769e-21
"79","ENSG00000138271","GPR87",247.700123159709,-2.69153423570014,0.268202694086267,-10.0354481705333,1.06474770317314e-23,2.12545206063803e-21
"80","ENSG00000167994","RAB3IL1",153.462202612944,-2.05766108487874,0.20547620088699,-10.0141090598148,1.32147161303082e-23,2.60495091718701e-21
"81","ENSG00000124067","SLC12A4",229.181253029961,-1.85540021980943,0.185948370087961,-9.9780397049555,1.90186965091391e-23,3.70277585122375e-21
"82","ENSG00000115963","RND3",2612.66387078886,-0.949654043719524,0.095995242393609,-9.89271988944681,4.4769586372607e-23,8.60995581824406e-21
"83","ENSG00000215182","MUC5AC",98.4231969548232,-2.0754555141621,0.210184423232422,-9.87444969633677,5.37270463997131e-23,1.02081388159455e-20
"84","ENSG00000171867","PRNP",819.164660680053,-1.02734575370861,0.104266094475736,-9.85311436928983,6.64522874671096e-23,1.24756258732895e-20
"85","ENSG00000108846","ABCC3",464.423644388141,-1.88022137656061,0.192130392299204,-9.78617361917705,1.2908886137451e-22,2.39497805161885e-20
"86","ENSG00000130766","SESN2",823.178887953141,-1.62351045460827,0.167263392995098,-9.7063106609098,2.83410088247357e-22,5.19695010658234e-20
"87","ENSG00000109321","AREG",895.863446583086,-1.81017532412882,0.186785080332247,-9.6912200958928,3.28579642368295e-22,5.94226372895396e-20
"88","ENSG00000243137","PSG4",47.5124916685937,-3.8387310247803,0.396142083890478,-9.69028836088417,3.31591127551014e-22,5.94226372895396e-20
"89","ENSG00000139289","PHLDA1",2298.22594703977,-1.36802490879264,0.14148789937521,-9.66884740556364,4.08957804112021e-22,7.24636468634446e-20
"90","ENSG00000006652","IFRD1",2283.61995559589,-1.68221652798801,0.17456809337346,-9.63644899523065,5.60949234258546e-22,9.82907713806364e-20
"91","ENSG00000180891","CUEDC1",1380.65455791199,-0.96734592050702,0.10056620823924,-9.61899565911616,6.64770552596692e-22,1.15202545213734e-19
"92","ENSG00000137193","PIM1",441.113527151226,-1.42694444676099,0.148556417047653,-9.6054042977037,7.58596283450435e-22,1.30033297717536e-19
"93","ENSG00000124813","RUNX2",411.309552147559,-2.0175236875395,0.210347561577162,-9.591381389983,8.69134554573622e-22,1.45811190698149e-19
"94","ENSG00000167767","KRT80",11408.6532824981,-1.64757120521325,0.171760700405392,-9.59224782691635,8.61865118281309e-22,1.45811190698149e-19
"95","ENSG00000163071","SPATA18",307.282826517958,-1.40277796633403,0.146318689631076,-9.58714139575032,9.0559247054416e-22,1.50328350110331e-19
"96","ENSG00000126368","NR1D1",264.457445243215,-2.18060941157474,0.228010995604765,-9.56361514843179,1.1371360898061e-21,1.86798293085857e-19
"97","ENSG00000164125","GASK1B",369.688269345164,-1.64436944570248,0.173364488123465,-9.48504196852247,2.42285562249585e-21,3.93901372853192e-19
"98","ENSG00000116285","ERRFI1",2350.41475505949,-1.53437492076077,0.162665214710696,-9.43271690563772,3.99601617647513e-21,6.43032399010335e-19
"99","ENSG00000134333","LDHA",11710.0479283644,1.00095576940381,0.106429757355993,9.40484874033636,5.21050961247813e-21,8.28903321738096e-19
"100","ENSG00000185215","TNFAIP2",116.884132350069,-1.9825790794992,0.210824515010909,-9.40393046509135,5.25620368889091e-21,8.28903321738096e-19
"101","ENSG00000120889","TNFRSF10B",2019.42823877388,-1.39520797497285,0.148595439438256,-9.38930548775412,6.03971822144447e-21,9.43033231209696e-19
"102","ENSG00000179388","EGR3",394.156416603365,-1.85852312612088,0.198422285841156,-9.36650396018869,7.49747976885183e-21,1.15916917602739e-18
"103","ENSG00000162433","AK4",991.300451866249,1.26363533598992,0.135103804107634,9.35306999189456,8.51398632354806e-21,1.30354916817818e-18
"104","ENSG00000111319","SCNN1A",817.494497927455,-1.66325926318091,0.177992920994677,-9.34452479281832,9.23030255324752e-21,1.39963337754532e-18
"105","ENSG00000168398","BDKRB2",219.964728538457,-1.97131027216509,0.211479256520238,-9.32153018032031,1.14674363375152e-20,1.72229972421538e-18
"106","ENSG00000115107","STEAP3",392.448936874615,-1.35162204817362,0.146114718520233,-9.25041680853293,2.23618938484996e-20,3.32685911312112e-18
"107","ENSG00000112715","VEGFA",1227.49195077315,-1.39589207373254,0.152992731482142,-9.12391105256835,7.24610378262386e-20,1.06795380048578e-17
"108","ENSG00000101255","TRIB3",2057.11108875162,-1.27376901374149,0.140118089431983,-9.09068214464773,9.84196061896545e-20,1.43710850889894e-17
"109","ENSG00000137868","STRA6",215.000412615088,-2.40439493741173,0.264566429450566,-9.08805755289898,1.00824166304785e-19,1.45871293818941e-17
"110","ENSG00000168264","IRF2BP2",1964.63900769164,-1.11551385151197,0.123191960512288,-9.05508644292331,1.36459658449294e-19,1.95633528522306e-17
"111","ENSG00000183010","PYCR1",1074.77034127642,-1.69089225085081,0.186943688556602,-9.04492825570226,1.49763484016536e-19,2.12772084949619e-17
"112","ENSG00000249859","PVT1",701.855101370071,-1.57782027938012,0.17454448809443,-9.0396454027612,1.5718085712135e-19,2.21316260428901e-17
"113","ENSG00000130517","PGPEP1",1359.28521409648,-0.911873591064987,0.10116144198032,-9.01404303076639,1.98596728931996e-19,2.771566739166e-17
"114","ENSG00000121361","KCNJ8",432.989074083736,1.49430668332995,0.16605510189319,8.99886041617149,2.28072669462895e-19,3.15500526090338e-17
"115","ENSG00000031698","SARS1",9055.93283545908,-1.41345516056475,0.157669474048957,-8.96467226196152,3.11204955762459e-19,4.25006416665477e-17
"116","ENSG00000100889","PCK2",1943.74959692193,-1.57749470570498,0.175977757230608,-8.96417098689223,3.12623616570674e-19,4.25006416665477e-17
"117","ENSG00000113407","TARS1",3745.48095094324,-1.10767287907458,0.123584857169144,-8.96285276729792,3.16384882239029e-19,4.26443554949529e-17
"118","ENSG00000049449","RCN1",198.519440007397,-1.54032066914795,0.172410791946298,-8.93401539288634,4.10820153890678e-19,5.49036764987796e-17
"119","ENSG00000108551","RASD1",107.454971966914,-2.31273318844055,0.259875121722977,-8.89940204013021,5.61483596737566e-19,7.44083724416085e-17
"120","ENSG00000183576","SETD3",2178.68588979452,-0.590731033484326,0.06653151590656,-8.87896548628136,6.74850417932739e-19,8.86865924233275e-17
"121","ENSG00000107562","CXCL12",480.066454456051,-1.03369999258068,0.116553199646401,-8.86891132733139,7.38644645697196e-19,9.62679839887999e-17
"122","ENSG00000157557","ETS2",585.399522778367,-1.11056867083619,0.126166241709175,-8.80242334075506,1.33893016090331e-18,1.7307318555283e-16
"123","ENSG00000122641","INHBA",349.653325587708,-2.10535827357506,0.239606245155201,-8.78674206597308,1.53959724965497e-18,1.97393891276902e-16
"124","ENSG00000261116",NA,596.519120281377,0.895097100843635,0.101892568127881,8.78471430536758,1.56762445147722e-18,1.99366432256418e-16
"125","ENSG00000176046","NUPR1",133.34319594142,-5.1230477978636,0.583527317007638,-8.77944810559151,1.64278768024313e-18,2.07254093739473e-16
"126","ENSG00000067082","KLF6",1087.34810372983,-1.1946608524347,0.136404861338047,-8.75819850345379,1.98395561997407e-18,2.4830936608723e-16
"127","ENSG00000120254","MTHFD1L",750.508953821499,-1.37713772081274,0.157347074848442,-8.75222956727484,2.09178335867423e-18,2.59743492647973e-16
"128","ENSG00000128849","CGNL1",124.639470283737,-1.58246666154669,0.181193558019528,-8.73357021542754,2.46757417973331e-18,3.04012850112456e-16
"129","ENSG00000128272","ATF4",4885.12034943579,-1.69972997689233,0.195565462411483,-8.6913607133553,3.58124013369218e-18,4.37799665956013e-16
"130","ENSG00000168918","INPP5D",27.7351844843696,-3.65191215764841,0.422504102080302,-8.64349515109398,5.45190364346168e-18,6.61357849672236e-16
"131","ENSG00000170523","KRT83",96.2403526409091,-1.84392170061955,0.213875900721184,-8.62145615472285,6.6107998056192e-18,7.95819182706983e-16
"132","ENSG00000051108","HERPUD1",1047.91225407131,-0.943143027941362,0.109483184088664,-8.61450126603518,7.02467078489611e-18,8.39235289983421e-16
"133","ENSG00000162458","FBLIM1",205.001294601798,-1.4708609952893,0.170886839794891,-8.60722216558463,7.48522903889598e-18,8.87534300326238e-16
"134","ENSG00000104689","TNFRSF10A",247.611909792268,-1.40496366745718,0.163395826079077,-8.59852850082739,8.07446858487189e-18,9.5025648942858e-16
"135","ENSG00000179023","KLHDC7A",45.0204432788352,-2.92053036726139,0.340031738060199,-8.5889934390311,8.77345283024723e-18,1.02486926765184e-15
"136","ENSG00000172216","CEBPB",1703.56432876798,-1.69211465471935,0.197125855546088,-8.58393055559238,9.16853325455834e-18,1.0631453634146e-15
"137","ENSG00000260800",NA,229.78795471323,-1.65049665719806,0.19411173795859,-8.50281736980872,1.85043901160036e-17,2.13003089145531e-15
"138","ENSG00000164850","GPER1",234.887764343913,1.95571864844146,0.230597001687568,8.48111048334979,2.2305467977081e-17,2.54896543477223e-15
"139","ENSG00000184012","TMPRSS2",337.299969211701,-1.04325359127298,0.123343291486064,-8.45812997775281,2.7169918816091e-17,3.08251524985435e-15
"140","ENSG00000162783","IER5",1283.0495585086,-1.10438279354694,0.130643167770151,-8.45342938629554,2.82869040209304e-17,3.16371969085157e-15
"141","ENSG00000173914","RBM4B",519.143337484549,0.971490635209782,0.114915368916046,8.4539661176176,2.81571058535595e-17,3.16371969085157e-15
"142","ENSG00000119938","PPP1R3C",407.308532223581,1.25027478055306,0.149427677912447,8.36708967187206,5.90587534434061e-17,6.5588488859332e-15
"143","ENSG00000177606","JUN",868.99772621637,-1.06829106207448,0.128053069162538,-8.34256507134937,7.26961417445796e-17,8.01691017700713e-15
"144","ENSG00000142627","EPHA2",705.342593414791,-1.77285538438675,0.212651841962725,-8.33689173826908,7.62688318109545e-17,8.35249637263023e-15
"145","ENSG00000259264",NA,78.8688094150738,-2.44639965844024,0.293892421341729,-8.32413318884341,8.49480507449608e-17,9.23883282929677e-15
"146","ENSG00000165802","NSMF",1368.1663789103,-0.721764636446164,0.0867499404304257,-8.32005915929159,8.79194187451713e-17,9.49650160007775e-15
"147","ENSG00000087074","PPP1R15A",1061.48778761247,-1.13891509690107,0.137092103064003,-8.30766376360385,9.76046288349186e-17,1.04001688968018e-14
"148","ENSG00000173846","PLK3",119.062578459068,-1.87858874349267,0.226124612201629,-8.30775882909015,9.75264876260704e-17,1.04001688968018e-14
"149","ENSG00000111674","ENO2",548.089038379998,1.09905825478282,0.13250311052288,8.29458456066238,1.08965342743019e-16,1.15327748661571e-14
"150","ENSG00000006327","TNFRSF12A",3262.65356022049,-1.3114089217794,0.159305126977072,-8.2320572266839,1.84025296948101e-16,1.93471928858104e-14
"151","ENSG00000198933","TBKBP1",230.09109995496,-1.467984270356,0.178440367213528,-8.226749884455,1.92361543815093e-16,2.00896791123445e-14
"152","ENSG00000156398","SFXN2",591.750762934193,0.918586414810162,0.111845455984199,8.21299718193229,2.15734613059131e-16,2.23824661048848e-14
"153","ENSG00000185650","ZFP36L1",2791.18005453973,-1.26568360877089,0.154337099357466,-8.20077359261099,2.38844992723455e-16,2.46182061127378e-14
"154","ENSG00000177181","RIMKLA",79.6467998904574,2.18032319375624,0.266288866226739,8.18781207284778,2.66017765163825e-16,2.72409101080098e-14
"155","ENSG00000104998","IL27RA",201.13419585318,-1.23242518663801,0.150559423931554,-8.18563962624014,2.70861140973519e-16,2.75579367300154e-14
"156","ENSG00000164096","C4orf3",2164.06709693605,1.08722397385314,0.132897227154642,8.18093798592218,2.81642831890404e-16,2.84712016596902e-14
"157","ENSG00000076864","RAP1GAP",346.306492292749,-1.10801922906533,0.135472072867213,-8.17894939978804,2.86329305453854e-16,2.876059329304e-14
"158","ENSG00000253882",NA,82.0235607897895,1.91545264588788,0.235234850793345,8.14272476815357,3.86480130993476e-16,3.85746307959944e-14
"159","ENSG00000131080","EDA2R",225.227990294536,-1.60449784029718,0.19736498004812,-8.12959745901215,4.30718346561957e-16,4.27196750017739e-14
"160","ENSG00000148426","PROSER2",372.170851294657,-1.03675299471952,0.128570396652754,-8.06369912289842,7.40198061484589e-16,7.29557714350748e-14
"161","ENSG00000168066","SF1",4440.95248928776,-0.794678661037359,0.0993746678932883,-7.99679312529336,1.27701529873345e-15,1.25084045099544e-13
"162","ENSG00000150667","FSIP1",175.487796556736,-1.39256045999375,0.174622991978375,-7.97466842262213,1.52790457960993e-15,1.48734908768202e-13
"163","ENSG00000064270","ATP2C2",765.639658833666,-0.882898417668993,0.110883885756271,-7.96236902817107,1.68776221299401e-15,1.63288405514819e-13
"164","ENSG00000162949","CAPN13",347.877413152359,-1.05374768609955,0.132809236560784,-7.93429518448643,2.11694058336532e-15,2.0356190853458e-13
"165","ENSG00000049245","VAMP3",1353.05641579981,0.58233095058733,0.0734767483922293,7.92537725647254,2.27454725140537e-15,2.17391576694925e-13
"166","ENSG00000116514","RNF19B",448.868063103199,-0.833555253933179,0.105689947986049,-7.88679784423026,3.1003903344484e-15,2.94537081772598e-13
"167","ENSG00000181449","SOX2",376.842512578681,1.15045229695131,0.145901601627082,7.88512452311399,3.14222020244309e-15,2.9672342869777e-13
"168","ENSG00000259527","LINC00052",290.13773766753,1.0849886721297,0.137878407632413,7.86917031289124,3.57000893496076e-15,3.35113338716257e-13
"169","ENSG00000115525","ST3GAL5",731.918560261707,-0.835156531753244,0.106266095123809,-7.85910624437847,3.86883984078548e-15,3.61015409995189e-13
"170","ENSG00000081307","UBA5",1331.61906959646,0.862862378100313,0.110129713261128,7.83496435747892,4.68975724521225e-15,4.35043951511749e-13
"171","ENSG00000109107","ALDOC",487.440895978774,1.62336021685859,0.207670859001013,7.8169860936082,5.41030781777039e-15,4.98950609861047e-13
"172","ENSG00000163435","ELF3",3433.80041891482,-0.950134038343375,0.122507412582054,-7.75572692556042,8.78388548638326e-15,8.05359733257349e-13
"173","ENSG00000112245","PTP4A1",9694.29277406038,-1.05465003942509,0.136096298747191,-7.74929259012531,9.24058779768831e-15,8.42335662251704e-13
"174","ENSG00000184575","XPOT",11013.5223382647,-1.41857927156002,0.183604352762088,-7.72628344709339,1.10731920429008e-14,1.00358757768129e-12
"175","ENSG00000106070","GRB10",247.075169454452,-1.17804872048112,0.15250133360404,-7.72484208918364,1.11992089072536e-14,1.00920871124222e-12
"176","ENSG00000127804","METTL16",932.546949397187,-0.749746503076924,0.0971754843302693,-7.71538735560883,1.2061534707544e-14,1.08074092237482e-12
"177","ENSG00000026103","FAS",231.956671590272,-1.66158710013999,0.215580666241006,-7.70749589521371,1.28310431977328e-14,1.13677275970925e-12
"178","ENSG00000167962","ZNF598",1063.5247079112,-0.841655668000816,0.109197404948375,-7.70765265345569,1.28152972352133e-14,1.13677275970925e-12
"179","ENSG00000196305","IARS1",6869.50312515345,-1.10995057626655,0.14413229774134,-7.70091501807926,1.35095316918681e-14,1.19019728927799e-12
"180","ENSG00000167755","KLK6",424.482245856208,-1.81162753251729,0.235414032803894,-7.69549508557301,1.40947349321264e-14,1.23485538822018e-12
"181","ENSG00000111859","NEDD9",1342.81897666936,-1.46018986237963,0.189795377086547,-7.69349540960517,1.43168845998708e-14,1.24053445131847e-12
"182","ENSG00000198133","TMEM229B",265.65606256836,-1.35750735955307,0.176433453155645,-7.6941608026881,1.42425844223056e-14,1.24053445131847e-12
"183","ENSG00000166123","GPT2",700.504060902178,-1.20791148191084,0.157689884419701,-7.66004418327756,1.85869127779545e-14,1.60172466944449e-12
"184","ENSG00000196352","CD55",4187.46125997317,-0.689365796574206,0.0901201366771893,-7.64940913309438,2.01904889370141e-14,1.73045657900387e-12
"185","ENSG00000120708","TGFBI",773.272402460596,-1.47147070956422,0.192588379416658,-7.64049582857095,2.16386807455621e-14,1.84455132625684e-12
"186","ENSG00000167656","LY6D",56.8502443346097,-2.50573730480443,0.328721158234996,-7.62268336561754,2.48455811448494e-14,2.10653126158213e-12
"187","ENSG00000116016","EPAS1",1440.7741463968,-2.02148055638802,0.265342720309472,-7.61837578973469,2.56887514413729e-14,2.16637224722166e-12
"188","ENSG00000128283","CDC42EP1",203.765356480724,-1.58529260009347,0.208689960030839,-7.59640089949323,3.04480272656174e-14,2.55407122329141e-12
"189","ENSG00000162496","DHRS3",486.833154569875,-1.98486111699033,0.261404500941032,-7.59306404382869,3.12428027188896e-14,2.60687300993063e-12
"190","ENSG00000165175","MID1IP1",522.134191637554,-0.87408410439598,0.115446658005122,-7.5713244497489,3.69438067234653e-14,3.06633595804762e-12
