"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000005844.17",1274.6900342971,2.48630689742885,0.0973221731443002,25.5471781722587,5.90177125523474e-144,5.52840656845621e-141
"ENSG00000005882.11",261.75832287011,-0.502367695050509,0.116617910186227,-4.30780910280659,1.64879589341998e-05,5.40528077198173e-05
"ENSG00000005889.15",271.547562514378,2.41538747897627,0.156245657881546,15.4589094617108,6.57014370119245e-54,3.18625116059464e-52
"ENSG00000005893.15",2857.32705887602,-1.20123847589098,0.0775944396263696,-15.4809865458807,4.66267328414208e-54,2.29243809699339e-52
"ENSG00000006007.11",1188.84642007103,-0.782773827185473,0.0769611659470193,-10.1710234967638,2.67087247967215e-24,3.38335860449857e-23
"ENSG00000006015.17",43.9804383907827,0.870430401008684,0.310039956680871,2.80747814032444,0.00499310685311275,0.0114475480834343
"ENSG00000006025.11",126.847901571619,-1.27678534945655,0.185642725017562,-6.8776481778953,6.08487182734995e-12,3.52878946833413e-11
"ENSG00000006047.12",71.3264278863541,-2.108619380958,0.341918423555876,-6.16702475119305,6.95868687462397e-10,3.42412797883764e-09
"ENSG00000006062.14",161.162076237525,-1.65624765466668,0.172442573379646,-9.60463313789871,7.64296167997069e-22,8.38135748491179e-21
"ENSG00000006118.14",56.9760892689471,-4.11083732400805,0.474551504466043,-8.66257357804289,4.61231101692465e-18,4.06990141195959e-17
"ENSG00000006282.20",92.0094655858623,0.572886810345805,0.215431923136228,2.65924753400424,0.00783154004518372,0.0173451654709034
"ENSG00000006283.17",47.1276126786766,-2.26317869616624,0.425599668351182,-5.3176232606901,1.05131463473249e-07,4.31732761166792e-07
"ENSG00000006327.13",36.1553399422493,-1.28271419983431,0.323376743299732,-3.96662476944231,7.28976219227143e-05,0.00022068921159729
"ENSG00000006377.10",3.77989275697547,3.98313902696435,1.42108769655524,2.80288052357332,0.00506484283819549,0.0116000170903426
"ENSG00000006432.15",142.669519142159,-2.61840284495567,0.198153912928485,-13.2139850596878,7.2862480925348e-40,1.94715681007409e-38
"ENSG00000006451.7",930.297992928446,-0.599536401094674,0.0842288968165063,-7.11794198611875,1.09550460363596e-12,6.70949447195897e-12
"ENSG00000006453.13",328.870770416053,-0.897509907250105,0.124877509658394,-7.18712208231308,6.61712404520332e-13,4.11357225834889e-12
"ENSG00000006459.10",165.22494483359,-0.499502770989707,0.18194773261782,-2.74530912698379,0.00604539228969799,0.0136352670095102
"ENSG00000006468.13",118.355424123508,-0.961779902422828,0.254229165840956,-3.78312181154113,0.000154873571562856,0.000449370692317527
"ENSG00000006530.15",722.45241625005,0.630771662901652,0.0962741705896289,6.55182650796684,5.68375530474049e-11,3.05064767532483e-10
"ENSG00000006576.16",601.2772842601,-1.34657806575221,0.102362673800757,-13.154971590262,1.59343390313438e-39,4.17672114992426e-38
"ENSG00000006607.13",402.709147466873,-2.03707125640691,0.120052771864031,-16.9681318038542,1.41358014195355e-64,1.11322563568536e-62
"ENSG00000006634.7",774.397939890735,0.374173301027872,0.0859347990849781,4.35415343972428,1.33582121509342e-05,4.43231655224323e-05
"ENSG00000006638.11",24.6974149801909,-2.38155238027777,0.841984891480732,-2.82849776091531,0.00467670282374779,0.0107734865204586
"ENSG00000006652.13",469.174894591967,0.340353618663823,0.122649401922121,2.77501246096527,0.00551995928038488,0.0125551738367144
"ENSG00000006695.10",459.700093462322,0.885231843844391,0.111137582321125,7.96518896089149,1.64971488666887e-15,1.23161181010623e-14
"ENSG00000006712.14",415.569434412767,0.682345316865127,0.109487923468431,6.23215141222285,4.60072467071447e-10,2.29109394766022e-09
"ENSG00000006715.15",427.139257924271,0.480150047019573,0.134079788137191,3.58107701160955,0.000342180767166676,0.000944646082524043
"ENSG00000006740.16",58.4288358871731,0.986430028139986,0.314341769367406,3.13808129961576,0.00170057701665263,0.00421602865891956
"ENSG00000006744.18",1443.02557067123,0.857015810874884,0.075320000850628,11.3783298087647,5.36167225740246e-30,9.12304424830296e-29
"ENSG00000006757.11",173.088106646482,0.789014600312236,0.159547998590389,4.94531180135887,7.60220843364979e-07,2.87881075961913e-06
"ENSG00000006831.9",3855.40910821942,-1.01616781777991,0.0683761257362695,-14.8614418678725,5.864917834598e-50,2.37776327153019e-48
"ENSG00000006837.11",11.3820502279089,-1.32776443227676,0.555118315610361,-2.39185844699947,0.0167633061950727,0.0346559790521436
"ENSG00000007047.14",298.577757199366,-2.79539657361063,0.14317646945828,-19.524133987849,6.84678951518935e-85,1.10781054355764e-82
"ENSG00000007168.12",2253.93891528062,0.218341721118047,0.0640507118387126,3.40888828320687,0.000652281859046163,0.0017324746347267
"ENSG00000007202.14",2824.34632714227,0.317828831663935,0.0829865576880483,3.82988330301244,0.000128204042463281,0.000376034203652189
"ENSG00000007237.18",1845.71861532424,0.445580300401789,0.0872712743277623,5.10569261001433,3.29585082978307e-07,1.29605729271938e-06
"ENSG00000007264.14",312.975237799677,1.13558431675829,0.134271978063538,8.45734406490179,2.7353595122895e-17,2.30620220747174e-16
"ENSG00000007314.12",11.2953368787065,-4.37224174771651,0.859420764674576,-5.0874285651826,3.62951027460178e-07,1.42192436423866e-06
"ENSG00000007341.18",53.1628683130102,0.967840034967086,0.267005566097014,3.62479347945664,0.000289192453596988,0.000806368054068494
"ENSG00000007372.21",10.4849020543839,-3.73170775848416,0.966512418481027,-3.86100342543857,0.000112922320142352,0.000333575345044579
"ENSG00000007376.7",229.820158659111,-1.09286890991297,0.156144653958219,-6.9990799057738,2.5764889412817e-12,1.5300750809787e-11
"ENSG00000007402.11",11.4801886878854,-3.84544748527455,1.30612835452161,-2.94415741910986,0.00323835239401495,0.00766540708986275
"ENSG00000007516.13",63.5813785900719,-2.81408307576072,0.328976442377148,-8.55405650151258,1.18836692783429e-17,1.02225976711429e-16
"ENSG00000007541.16",108.110147017419,-0.6555307000534,0.206714559167045,-3.17118785776317,0.00151816929461038,0.00379979990233096
"ENSG00000007545.15",134.861204493105,-0.538326289361711,0.167165768729685,-3.22031414357451,0.00128050192839807,0.00324187387220895
"ENSG00000007866.19",54.3915894694016,-4.20009863545163,0.382653272096568,-10.9762517185314,4.97125171104888e-28,7.70717229557909e-27
"ENSG00000007923.15",770.860781045161,0.750980664537821,0.0906978095441895,8.28003088841887,1.231433354259e-16,9.97589933504857e-16
"ENSG00000007944.14",328.331562364275,-1.20386425914989,0.170504612150996,-7.06059644934279,1.65789424001162e-12,1.00194233221483e-11
"ENSG00000007968.6",239.739214075275,0.585034184874469,0.138225185482376,4.23247169343868,2.31137011302177e-05,7.43901722813047e-05
"ENSG00000008056.13",53.1121071558105,-4.13188895605687,0.382608198831925,-10.7992692489895,3.46953805018977e-27,5.14161850268756e-26
"ENSG00000008083.13",1379.42040703321,-0.918127108458089,0.0762388827640501,-12.0427670916897,2.11732322429425e-33,4.19178184048823e-32
"ENSG00000008086.11",48.8259229265716,-3.11211776143242,0.342350658609021,-9.09043894957595,9.86400094517444e-20,9.63025171816866e-19
"ENSG00000008130.15",435.16008163655,0.382788298731276,0.110498680180955,3.46418887632334,0.000531832949705058,0.00143178987125255
"ENSG00000008256.15",215.990122994093,-2.39689356917894,0.156623215511313,-15.3035650644385,7.23807798688075e-53,3.35477375027353e-51
"ENSG00000008277.14",298.644057544763,-0.421007693871443,0.126536763591793,-3.32715711956733,0.000877368889580698,0.0022759672783497
"ENSG00000008282.8",1182.3305117509,0.582303783823107,0.0803992335162587,7.24265342287561,4.39990255365536e-13,2.77005538202894e-12
"ENSG00000008294.20",1516.72423190989,-1.55874556675217,0.0823653701818083,-18.9247685442498,7.13020059127299e-80,9.83746590104471e-78
"ENSG00000008300.16",389.174002854474,-0.468008524022839,0.11576965646504,-4.04258368136533,5.28654363326993e-05,0.000162616494270547
"ENSG00000008311.14",20.1682448314191,-2.33685234435892,0.67642550935666,-3.45470759460487,0.000550889930291588,0.00148174988353176
"ENSG00000008382.15",155.498418853428,-0.746103962388278,0.182081173937899,-4.0976447276353,4.17375211766966e-05,0.000130186540817183
"ENSG00000008405.11",668.808151268277,-1.1578342884893,0.0919713872223283,-12.589070617043,2.4251182296672e-36,5.60548756514504e-35
"ENSG00000008441.16",75.6417054097702,0.893765135848254,0.234678195000629,3.808471152788,0.00013982865506375,0.000407978754561414
"ENSG00000008710.19",146.744142721463,-1.80804293316513,0.18418875350214,-9.81625044302242,9.58422679160079e-23,1.10766278205786e-21
"ENSG00000008735.13",14.6654984871926,-4.29956826382305,0.75605464569511,-5.68684854766029,1.2940512239945e-08,5.7478222322571e-08
"ENSG00000008838.19",885.872486692465,0.720286439212923,0.0803742828076915,8.96165308169934,3.19846776307793e-19,3.04093639141352e-18
"ENSG00000008853.16",290.655605377024,-0.89958539144912,0.118689420817121,-7.57932244723998,3.47364217025277e-14,2.34893173807594e-13
"ENSG00000008869.11",544.770359469104,-0.72285697787652,0.109714905075748,-6.58850296937738,4.44283369476882e-11,2.4049134458484e-10
"ENSG00000008952.16",1014.66881887136,0.225109036882994,0.0962861297170076,2.33791759565585,0.0193915233023818,0.0395338295230001
"ENSG00000009307.15",4991.35393736404,1.06306233638131,0.0569300090754065,18.6731453875799,8.18851466733617e-78,1.04848333848381e-75
"ENSG00000009413.15",424.863880352874,0.437669579579752,0.118238198344277,3.70159208875443,0.000214250867757212,0.000609532759645598
"ENSG00000009780.15",167.360659789815,-0.937811439112293,0.146648605983234,-6.39495638451216,1.60593189243167e-10,8.31608257826562e-10
"ENSG00000009790.14",471.546306428823,1.93519399520788,0.125620608352683,15.4050678514052,1.51330195940534e-53,7.18233287293233e-52
"ENSG00000009844.15",1811.42719015471,-0.622092484903698,0.0801595437378735,-7.76067896466549,8.44759057627798e-15,5.97813984399982e-14
"ENSG00000009954.10",2802.31692181919,0.537102052995909,0.0763556470997378,7.03421519425187,2.00385656538717e-12,1.20285460879463e-11
"ENSG00000010017.12",730.203422421344,-0.23737790436997,0.0982636242563479,-2.41572510851731,0.0157039120729245,0.0326898511197557
"ENSG00000010030.13",70.8248827277376,-1.48798913613799,0.255663955656586,-5.82009744907763,5.8813327237726e-09,2.68537608562608e-08
"ENSG00000010072.15",446.618506473127,-1.09578619423038,0.100251417298315,-10.9303810735132,8.25012307535022e-28,1.26364621768574e-26
"ENSG00000010165.19",807.959307298667,0.372861728263025,0.0907780427891823,4.10739994834365,4.00138015510137e-05,0.000125116943078872
"ENSG00000010244.18",2337.62839356103,0.550141890143407,0.0674121029461871,8.16087714371657,3.32600337771478e-16,2.61236575977792e-15
"ENSG00000010270.13",667.118769679487,-0.872634867630336,0.0958157741226821,-9.10742386230704,8.43612602877312e-20,8.25432496207279e-19
"ENSG00000010278.12",72.1081571423875,-1.2053715752833,0.242232383340746,-4.97609592350713,6.4879505097625e-07,2.47317505189019e-06
"ENSG00000010295.19",90.5380079939429,-2.04696082283544,0.225970518737898,-9.05853044135242,1.3221982530125e-19,1.28733503868252e-18
"ENSG00000010310.8",13.7697264800127,-3.09425382959152,0.623536990266398,-4.96242224261554,6.96194411799457e-07,2.64479576119674e-06
"ENSG00000010361.13",113.305158014243,0.802506039239711,0.196496237837688,4.08407839290342,4.42520910693936e-05,0.000137451783045911
"ENSG00000010404.17",1623.02353375701,-0.855177845638855,0.264142862405012,-3.23755803148527,0.00120557417696696,0.00306657270282377
"ENSG00000010539.11",169.760546995217,-0.592875612191127,0.160749235594306,-3.68820175100185,0.000225844548737259,0.000639856937030522
"ENSG00000010626.14",75.0201253142526,-0.589227450739411,0.216528133603233,-2.72125123388868,0.00650353138153651,0.0145890914454987
"ENSG00000010704.18",53.3555585594118,-0.716343686259389,0.282000461520852,-2.54022168047559,0.0110782226662561,0.0238502730148815
"ENSG00000010803.16",66.8389010552009,1.11066198208812,0.22668485545633,4.89958616711423,9.60387245518976e-07,3.60231237002039e-06
"ENSG00000010818.9",476.040913305211,-0.520712722587614,0.135984336098863,-3.82921105125702,0.000128554724978507,0.000376938549450984
"ENSG00000011007.12",1187.14608870646,-0.245337718760691,0.0727442298303532,-3.37260727528277,0.000744600742366024,0.00195347936506935
"ENSG00000011009.10",463.32701649207,-0.442713043713331,0.0999887200261561,-4.42762987262485,9.52742073508469e-06,3.2170182933606e-05
"ENSG00000011021.21",167.432455812538,-0.86108768800685,0.157748934617043,-5.45859590175528,4.799146243602e-08,2.03660478883234e-07
"ENSG00000011028.13",274.619797699117,0.888001554342497,0.138389316795331,6.41669151135266,1.39267725154704e-10,7.2497425337918e-10
"ENSG00000011105.12",38.8723015134749,-2.94502684846939,0.366641596988027,-8.03244059774692,9.55525051247257e-16,7.27081439166254e-15
"ENSG00000011143.16",239.061587824285,0.760260422060353,0.15500842874472,4.90463923940814,9.35992063292335e-07,3.51302967998249e-06
"ENSG00000011198.7",147.848758766857,0.731225846656232,0.158236299364922,4.62110052870923,3.81709744176394e-06,1.34448249096605e-05
"ENSG00000011258.15",668.873952990779,-0.72356562488953,0.0920262798655977,-7.86259779213374,3.76247619788445e-15,2.72879182436623e-14
"ENSG00000011260.13",788.352034565912,0.88940447621464,0.0851530984815733,10.4447693868369,1.54831237446927e-25,2.09877103128743e-24
"ENSG00000011295.15",719.390185598539,0.405288608659223,0.102084952958415,3.97011113698922,7.18391146672775e-05,0.000217595739082404
"ENSG00000011304.19",3469.90000659935,0.678510844953044,0.0623013490187566,10.8907889739076,1.27530609354785e-27,1.92681645610906e-26
"ENSG00000011332.19",92.0504709387301,-1.95216134658712,0.209209293886067,-9.33114065023444,1.04737581057886e-20,1.07442044246008e-19
"ENSG00000011347.9",26.8565501429491,-2.72989016251995,0.752081249468684,-3.62978091057118,0.000283661881301549,0.000792312329473473
"ENSG00000011376.9",569.624414146901,1.09734655552258,0.10979742384608,9.99428326352082,1.61450937948967e-23,1.95078329505479e-22
"ENSG00000011405.13",502.564084044969,-1.40202493784595,0.106441104881937,-13.1718375095886,1.27457343478306e-39,3.36071970255836e-38
"ENSG00000011422.11",221.14039952251,0.575478935762867,0.167629036010962,3.43305043957442,0.000596831055926881,0.00159759349276382
"ENSG00000011426.10",1142.0561819012,-0.81203296767451,0.0913938246549884,-8.88498725969652,6.39280948844252e-19,5.94768548224255e-18
"ENSG00000011451.17",190.501101963352,0.555220147878059,0.150575870957619,3.68731154830464,0.000226635818520209,0.000641894382244219
"ENSG00000011454.16",924.338510736534,-0.865293617380119,0.0863699689103203,-10.0184546584539,1.26464775213211e-23,1.53744540248957e-22
"ENSG00000011478.11",155.919038974929,-0.648516424373315,0.161081842688231,-4.02600574683331,5.67323028218357e-05,0.00017399991825315
"ENSG00000011485.14",949.275914531842,0.976590631981986,0.0895061732250265,10.9108745999759,1.02267669112925e-27,1.55702307516838e-26
"ENSG00000011523.13",375.57431244488,-0.743469840520034,0.103335380599131,-7.19472688066228,6.25859165389865e-13,3.89749525038797e-12
"ENSG00000011566.14",142.85119321515,-0.635301926887006,0.155307932650012,-4.09059547730034,4.30267034617544e-05,0.000133949495926588
"ENSG00000011590.13",7.5221543371538,-1.98231827090879,0.671009530369496,-2.95423266166907,0.00313447596873738,0.00744825144079945
"ENSG00000012061.15",333.117882136409,-0.383746709737061,0.116924715489324,-3.28199823391573,0.00103074250682634,0.00265180039556162
"ENSG00000012174.11",448.398730066836,0.761328609514,0.122866317879864,6.19639802552243,5.77699279123507e-10,2.85370296137668e-09
"ENSG00000012660.13",4499.69290530617,-0.87856649109459,0.0690002638589162,-12.7327990062615,3.88652245331504e-37,9.30986899382248e-36
"ENSG00000012817.15",345.304437539386,0.545329025637372,0.129493386562866,4.21125001138672,2.5396148949735e-05,8.12804637668374e-05
"ENSG00000012822.15",377.071400273359,-2.39944573199468,0.121675891417023,-19.7199766038369,1.45295683370197e-86,2.43959676662526e-84
"ENSG00000012963.14",1120.56636533613,-0.884644237892319,0.0826752018994134,-10.7002368009771,1.01518448983752e-26,1.46657902192599e-25
"ENSG00000013288.8",160.294568030636,-0.52400545815581,0.152600209729833,-3.43384494086556,0.00059508450661169,0.00159339763031065
"ENSG00000013306.15",1558.00605562375,-0.403172935279992,0.082176385727304,-4.90618967616671,9.28627257467645e-07,3.48833008197745e-06
"ENSG00000013364.18",481.567500596965,-1.73645067261712,0.112147164109268,-15.4836788465311,4.4715422966417e-54,2.20455705805066e-52
"ENSG00000013374.15",1176.60696103345,-0.818315674982451,0.0803380738846349,-10.1859010978723,2.29226258520704e-24,2.92037863217716e-23
"ENSG00000013375.15",263.336692384183,-0.818824625920867,0.136262695047576,-6.00916212346287,1.86484571519425e-09,8.86499039503935e-09
"ENSG00000013392.7",57.4787480228274,-1.89226178884874,0.254956383097024,-7.42190395809247,1.15448521043687e-13,7.56257923274031e-13
"ENSG00000013441.15",272.651973926045,0.494103835335552,0.141515159202224,3.49152584162013,0.000480270004355966,0.00129985485667997
"ENSG00000013503.9",402.957270523593,0.88885067371571,0.113278427301023,7.84660146590576,4.2746292357489e-15,3.08265199099914e-14
"ENSG00000013523.9",384.363439127668,0.552961634603145,0.112647321042424,4.90878637402208,9.1641735970777e-07,3.4461010285398e-06
"ENSG00000013561.17",371.529692819814,0.428109537872016,0.111398014608858,3.84306254806424,0.000121508485273697,0.000358047685579677
"ENSG00000013573.16",484.667965656575,0.882207104425125,0.124786343061227,7.06974082886834,1.55223325953252e-12,9.41282710499484e-12
"ENSG00000013583.8",112.001224609472,-1.64380006565573,0.252921200658529,-6.49925771890921,8.07172815284308e-11,4.26672461135436e-10
"ENSG00000013619.13",35.9095085895518,-4.48847691539789,0.885008835450777,-5.07167469476358,3.94330042555635e-07,1.53967355541735e-06
"ENSG00000013725.14",789.496166264766,1.17301653497309,0.0951018100635499,12.3343239649092,5.9183559842623e-35,1.26300839098202e-33
"ENSG00000013810.18",1190.40882361488,-0.600592567007932,0.085967369231298,-6.98628528915452,2.82259830292536e-12,1.67247357166294e-11
"ENSG00000014123.9",537.158660217785,1.08216377263937,0.103933401678503,10.4120884639841,2.18377474048545e-25,2.94445627508788e-24
"ENSG00000014164.6",248.571599802821,-0.591683972145968,0.131937841721775,-4.48456609888834,7.30624556171249e-06,2.49734124269942e-05
"ENSG00000014216.15",805.739698302061,0.383811596907833,0.0882712362095115,4.34809359638804,1.37326001370498e-05,4.55144911059987e-05
"ENSG00000014641.17",2355.55208140683,-0.484095238550796,0.0689002404483891,-7.02603119234999,2.12490976303392e-12,1.27337185058848e-11
"ENSG00000014824.13",1135.40147319954,-0.338744153937067,0.0864586644601689,-3.91798966653163,8.92905330061978e-05,0.000267631004790217
"ENSG00000014914.20",5.85788623398542,-1.79552411235093,0.746400544262412,-2.4055771745521,0.016146941077916,0.0335179912881677
"ENSG00000014919.12",821.083398668715,0.228196277629831,0.0903501321144018,2.52568836690674,0.011547185966599,0.0247759874422578
"ENSG00000015133.18",664.031757285396,0.77900538627265,0.113217937067466,6.88058276321045,5.96082021471684e-12,3.46023086045435e-11
"ENSG00000015171.19",382.198045423621,2.88848806022318,0.127478763984034,22.6585822606888,1.14817310416721e-113,5.37768023893895e-111
"ENSG00000015285.10",931.544171653366,0.308642164884234,0.0847918719345298,3.63999706389954,0.000272641149737609,0.000763927453247789
"ENSG00000015475.18",433.263725860889,1.15699111288005,0.104968977044208,11.0222195686711,2.98603866706766e-28,4.69068986729658e-27
"ENSG00000015479.18",102.497906969707,0.530888803955236,0.197848322205919,2.68331213545846,0.00728969182130577,0.0162280964484195
"ENSG00000015532.9",134.86502952593,1.32348486580124,0.180748345960157,7.32225160219712,2.43844406865444e-13,1.56000817878906e-12
"ENSG00000015676.17",1116.97924636587,0.296184491919328,0.0750457965650246,3.94671661140533,7.92302418980977e-05,0.000238763942651938
"ENSG00000016864.18",383.30254501942,0.251884078793708,0.103930438703913,2.4235833306862,0.0153682269656245,0.0320660848222961
"ENSG00000017260.19",1939.51612437548,-0.287166578973311,0.073553713040402,-3.90417515449661,9.45472907072226e-05,0.000282530671592872
"ENSG00000017483.14",513.815754177846,2.37094956372408,0.159769580043441,14.8398059447827,8.09899038921913e-50,3.26861294665129e-48
"ENSG00000017797.12",1043.8050176736,-0.298186299401522,0.0859001433928197,-3.47131317392477,0.000517919586004569,0.00139559921146242
"ENSG00000018408.14",32.440784085163,-1.66451728393436,0.44936562134566,-3.70414914908229,0.000212101442963765,0.000603997037099055
"ENSG00000018610.13",613.11320296214,-0.983259737024666,0.0961559946912715,-10.2256727745537,1.52167635549627e-24,1.958264336596e-23
"ENSG00000018699.11",489.831878981515,1.52364764498046,0.101707660857459,14.9806576233802,9.82401354396115e-51,4.15315422934491e-49
"ENSG00000018869.16",18.4063396013324,2.78400545680998,0.522836873834446,5.32480702134166,1.01060272150889e-07,4.1587762398648e-07
"ENSG00000019144.18",35.4567320731683,-1.2533076240782,0.344464500259384,-3.63842318478232,0.000274312418996162,0.000767884937605172
"ENSG00000019485.13",54.539784755147,2.79168295364443,0.303664858307381,9.19330267323388,3.80961218053757e-20,3.79851415065589e-19
"ENSG00000019995.6",502.121067532606,-0.453228491552485,0.107325436893675,-4.22293637622448,2.41139908251975e-05,7.73716979821282e-05
"ENSG00000020129.15",220.620694566334,0.707760064459024,0.1421705140654,4.97824790964355,6.41624411424462e-07,2.4481902657807e-06
"ENSG00000020181.17",203.948077331767,-1.38897519191022,0.149044174565642,-9.31921825162307,1.17200620689842e-20,1.20157640958399e-19
"ENSG00000020256.19",115.083453829947,2.66285966609075,0.205726961128322,12.9436591659456,2.55179648753222e-38,6.39674280071809e-37
